lessonId,title,displayedFormula,sourceWithinApplication,enginePreset,exampleInputs,expectedOutputs,reviewStatus
480,Box Plot,s^2=\frac{\sum(x_i-\bar{x})^2}{n-1},core lesson content formula card,statistics.box-plot,box-data|box-rule,quartiles|iqr|outliers|box-plot,needs-review
480,Box Plot,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.box-plot,box-data|box-rule,quartiles|iqr|outliers|box-plot,needs-review
480,Box Plot,range=max-min,core lesson content formula card,statistics.box-plot,box-data|box-rule,quartiles|iqr|outliers|box-plot,needs-review
481,Dot Plot,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
481,Dot Plot,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
482,Stem-and-Leaf Plot,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
482,Stem-and-Leaf Plot,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
483,Histogram,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
483,Histogram,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
484,Frequency Polygon,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
484,Frequency Polygon,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
485,Cumulative Frequency Curve,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
485,Cumulative Frequency Curve,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
486,Bar and Pie Charts,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
486,Bar and Pie Charts,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
487,Scatter Plot,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
487,Scatter Plot,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
488,Time-Series Plot,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
488,Time-Series Plot,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
489,Correlation Coefficient,-1 <= r <= 1,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
489,Correlation Coefficient,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
490,Linear Regression,y = mx + b,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
490,Linear Regression,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
491,Polynomial Regression,y = a_n x^n + ... + a_1 x + a_0,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
491,Polynomial Regression,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
492,Exponential Regression,y = ab^x,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
492,Exponential Regression,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
493,Logarithmic Regression,y = a + b ln(x),core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
493,Logarithmic Regression,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
494,Power Regression,y = ax^b,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
494,Power Regression,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
495,Logistic Regression,y = L / (1 + ae^(-kx)),core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
495,Logistic Regression,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
496,Sinusoidal Regression,y = A sin(Bx + C) + D,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
496,Sinusoidal Regression,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
497,Residual Plot,residual = observed - predicted,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
497,Residual Plot,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
498,Model Comparison,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
498,Model Comparison,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
499,Interpolation and Extrapolation,\bar{x}=\frac{1}{n}\sum_{i=1}^{n}x_i,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
499,Interpolation and Extrapolation,range=max-min,core lesson content formula card,statistics.core-model,primary-control,statistics-result,needs-review
500,Sample Spaces,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
500,Sample Spaces,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
501,Events,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
501,Events,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
502,Probability Scale,0 <= P(A) <= 1,core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
502,Probability Scale,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
503,Complement Rule,P(A') = 1 - P(A),core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
503,Complement Rule,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
504,Addition Rule,P(A or B) = P(A) + P(B) - P(A and B),core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
504,Addition Rule,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
505,Multiplication Rule,P(A and B) = P(A)P(B|A),core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
505,Multiplication Rule,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
506,Independent Events,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
506,Independent Events,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
507,Mutually Exclusive Events,P(A and B) = 0,core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
507,Mutually Exclusive Events,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
508,Conditional Probability,P(A|B) = P(A and B) / P(B),core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
508,Conditional Probability,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
509,Tree Diagrams,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
509,Tree Diagrams,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
510,Venn Diagrams,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
510,Venn Diagrams,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
511,Two-Way Tables,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
511,Two-Way Tables,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
512,Bayes' Theorem,P(A|B) = P(B|A)P(A) / P(B),core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
512,Bayes' Theorem,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
513,Expected Value,E(X) = sum xp(x),core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
513,Expected Value,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
514,Simulation,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
514,Simulation,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
515,Law of Large Numbers,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
515,Law of Large Numbers,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
516,Distribution Calculator,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
516,Distribution Calculator,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
517,Probability Plot,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
517,Probability Plot,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
518,Cumulative Distribution,F(x) = P(X <= x),core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
518,Cumulative Distribution,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
519,Interval / Tail Probability,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
519,Interval / Tail Probability,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
520,Inverse Probability,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
520,Inverse Probability,\hat{P}(A)=\frac{successes}{trials},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
521,Bernoulli Distribution,"P(X=1)=p, P(X=0)=1-p",core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
521,Bernoulli Distribution,P(A)=\frac{favourable\ outcomes}{total\ equally\ likely\ outcomes},core lesson content formula card,probability.core-model,primary-control,probability-result,needs-review
